ID,Name,CreditCard,Email,Birthday,PhoneNumber
17369,Antonio Sal,4467 3410 0321 1767,AntonioSal1992@tamu.edu,1992-12-08,(+1)591-232-0359
17370,Nathan Piazz,4465 9394 6681 5122,NathanPiazz2004@gmail.com,2004-01-26,(+1)089-171-4517
17371,Davide Giudic,4446 2175 8486 4291,DavideGiudic2009@hotmail.com,2009-04-18,(+1)414-129-1641
17372,Nicola Farin,4242 4619 0611 7625,NicolaFarin2002@tamu.edu,2002-07-16,(+1)771-545-8674
17373,Luca Ricc,4040 7152 8944 6366,LucaRicc2005@tamu.edu,2005-12-03,(+1)254-644-6544
17374,Vittoria Moriott,4495 1640 0998 8871,VittoriaMoriott2003@gmail.com,2003-01-19,(+1)748-333-8413
17375,Antonio Cont,4728 0128 4870 4034,AntonioCont2003@gmail.com,2003-11-28,(+1)470-274-9375
17376,Gabriel Giordan,4137 0491 3190 9353,GabrielGiordan1998@tamu.edu,1998-10-28,(+1)452-954-9268
17377,Arianna Giordan,4840 3338 0128 0330,AriannaGiordan1995@tamu.edu,1995-06-20,(+1)030-851-5806
17378,Eva D’Angel,4569 9960 6475 1695,EvaD’Angel1996@tamu.edu,1996-08-25,(+1)741-113-5543
17379,Giacomo Marin,4588 1134 9771 3218,GiacomoMarin2010@hotmail.com,2010-05-09,(+1)037-741-0995
17380,Camilla Mazz,4356 7010 1732 0596,CamillaMazz2009@tamu.edu,2009-08-17,(+1)708-841-7747
17381,Luca Grass,4580 9770 4975 1680,LucaGrass2008@hotmail.com,2008-07-07,(+1)991-098-6183
17382,Eva Moriott,4498 7707 7111 1516,EvaMoriott1995@hotmail.com,1995-01-04,(+1)217-479-5411
17383,Alessandro Leon,4304 7989 4124 0684,AlessandroLeon1990@tamu.edu,1990-01-10,(+1)736-264-1660
17384,Mia Coppol,4717 3764 8701 2273,MiaCoppol2002@tamu.edu,2002-10-17,(+1)391-671-2244
17385,Federico Grass,4153 4899 4988 3003,FedericoGrass2009@hotmail.com,2009-08-15,(+1)634-871-0888
17386,Samuel Carbon,4592 0299 5201 9552,SamuelCarbon2002@hotmail.com,2002-09-25,(+1)517-202-4398
17387,Daniel Martin,4074 0707 0444 8215,DanielMartin2003@hotmail.com,2003-03-13,(+1)482-298-7452
17388,Keisuke Yokoyam,4963 9788 0944 9294,KeisukeYokoyam2002@yahoo.com,2002-05-07,(+1)188-742-8433
17389,Junichiro Otsuk,4591 2162 4856 4931,JunichiroOtsuk1994@tamu.edu,1994-11-23,(+1)683-233-7814
17390,Yuriko End,4673 4720 5168 8611,YurikoEnd1999@yahoo.com,1999-11-23,(+1)677-468-5865
17391,Shoko Iked,4867 0722 0168 0569,ShokoIked1994@hotmail.com,1994-10-01,(+1)754-300-1984
17392,Benjiro Mor,4172 3527 3314 9471,BenjiroMor1999@gmail.com,1999-07-03,(+1)314-003-4283
17393,Rini Takeuch,4142 4247 1199 6260,RiniTakeuch2009@hotmail.com,2009-01-21,(+1)645-765-7939
17394,Minato Ishi,4770 4713 5912 0254,MinatoIshi2002@yahoo.com,2002-10-17,(+1)290-150-3412
17395,Emica Takahash,4607 9173 9599 1511,EmicaTakahash2003@yahoo.com,2003-01-24,(+1)060-252-5996
17396,Ren Maed,4285 4448 8443 1879,RenMaed1995@yahoo.com,1995-04-11,(+1)099-691-1287
17397,Oda Chib,4283 7191 3977 5654,OdaChib2000@yahoo.com,2000-11-07,(+1)366-076-1729
17398,Akio Yamaguch,4236 7668 5711 6196,AkioYamaguch2000@tamu.edu,2000-04-08,(+1)276-578-0597
17399,Keiko Hiran,4186 7793 9025 8117,KeikoHiran2003@hotmail.com,2003-07-23,(+1)222-144-3069
17400,Itsuki Onish,4567 2471 7795 7155,ItsukiOnish1998@hotmail.com,1998-03-20,(+1)095-971-2092
17401,Masumi Yamazak,4812 1937 1714 7765,MasumiYamazak2001@gmail.com,2001-11-15,(+1)146-149-5515
17402,Seijun Kobayash,4863 3953 1412 0787,SeijunKobayash1996@hotmail.com,1996-07-24,(+1)658-468-8226
17403,Mako Kanek,4943 6033 6328 9464,MakoKanek2002@yahoo.com,2002-08-14,(+1)661-969-4757
17404,Minato Yamaguch,4835 3263 2117 7893,MinatoYamaguch1991@gmail.com,1991-04-05,(+1)706-009-7488
17405,Chimon Onish,4089 7693 0000 2946,ChimonOnish2003@yahoo.com,2003-04-09,(+1)839-702-0596
17406,Ichigo Takahash,4802 1623 0220 3130,IchigoTakahash2003@tamu.edu,2003-08-26,(+1)455-697-6638
17407,Hiromi Hasegaw,4096 8212 4616 5489,HiromiHasegaw2009@tamu.edu,2009-10-05,(+1)409-533-1272
17408,Tsubasa Ohn,4637 7683 9873 5246,TsubasaOhn2006@yahoo.com,2006-03-06,(+1)431-648-6584
17409,Hachi Nishimur,4934 9160 4870 5554,HachiNishimur2002@yahoo.com,2002-03-24,(+1)544-301-0949
17410,Chimon Yamazak,4158 8160 2183 5914,ChimonYamazak2001@tamu.edu,2001-06-23,(+1)581-155-3464
17411,Bashira Matsu,4131 7727 9887 9151,BashiraMatsu2006@yahoo.com,2006-10-12,(+1)849-481-5666
17412,Goro Fuji,4113 0392 0103 3678,GoroFuji1992@hotmail.com,1992-12-22,(+1)899-361-6636
17413,Doi Matsud,4068 7830 1345 6965,DoiMatsud1992@gmail.com,1992-01-14,(+1)326-323-9528
17414,Botan Hashimot,4761 7491 5845 4073,BotanHashimot2010@gmail.com,2010-03-08,(+1)652-030-5417
17415,Enmei Ima,4693 9571 7316 3213,EnmeiIma2005@tamu.edu,2005-10-14,(+1)695-473-8144
17416,Rai Kond,4059 6092 4423 9689,RaiKond1996@hotmail.com,1996-02-13,(+1)438-616-7284
17417,Momo Yokoyam,4359 3073 7998 7666,MomoYokoyam1992@tamu.edu,1992-01-11,(+1)060-978-1133
17418,Ren Harad,4955 5144 1489 1439,RenHarad2006@hotmail.com,2006-08-20,(+1)511-106-0934
17419,Minato Hayash,4796 8975 7587 3144,MinatoHayash2004@hotmail.com,2004-06-26,(+1)663-690-4527
17420,Rika Maruyam,4303 8303 9188 0604,RikaMaruyam1996@hotmail.com,1996-10-07,(+1)412-115-8182
17421,Fuji Ogaw,4914 7776 4194 0045,FujiOgaw1997@hotmail.com,1997-12-12,(+1)218-407-0489
17422,Ruqa Hashimot,4756 0438 3175 5280,RuqaHashimot2006@gmail.com,2006-09-18,(+1)545-374-3975
17423,Genkei Harad,4493 4250 2913 4867,GenkeiHarad1997@yahoo.com,1997-09-03,(+1)704-636-7652
17424,Megumi Suzuk,4667 0945 9251 5602,MegumiSuzuk2000@hotmail.com,2000-03-14,(+1)615-332-0713
17425,Itsuki Sasak,4909 4368 0792 1517,ItsukiSasak1990@tamu.edu,1990-07-14,(+1)548-429-5069
17426,Daiki Kojim,4953 1424 6864 2685,DaikiKojim2009@yahoo.com,2009-12-03,(+1)218-263-4058
17427,Ruqa Takeuch,4556 3154 1731 6053,RuqaTakeuch2004@tamu.edu,2004-07-01,(+1)247-145-8503
17428,Asahi Ima,4240 5882 5662 7781,AsahiIma2000@tamu.edu,2000-05-08,(+1)075-880-2230
17429,Kenji Got,4888 1712 5799 9504,KenjiGot1990@tamu.edu,1990-03-10,(+1)080-984-5836
17430,Asa Kond,4122 5506 4226 0641,AsaKond1997@tamu.edu,1997-02-07,(+1)108-340-8895
17431,Daisuke Suzuk,4425 6419 0444 1664,DaisukeSuzuk1996@yahoo.com,1996-01-11,(+1)543-048-7072
17432,Chimon Got,4519 6429 5128 1365,ChimonGot1997@yahoo.com,1997-05-19,(+1)018-062-5936
17433,Yamato Yoshid,4177 7315 1779 2629,YamatoYoshid2000@tamu.edu,2000-06-16,(+1)418-445-2712
17434,Wakumi Matsud,4030 4352 9205 4980,WakumiMatsud2000@yahoo.com,2000-05-12,(+1)771-537-9428
17435,Midori Ishikaw,4048 0026 1636 6832,MidoriIshikaw1993@gmail.com,1993-09-06,(+1)633-194-7477
17436,Okimi Nomur,4392 9230 2873 2618,OkimiNomur1991@tamu.edu,1991-11-21,(+1)838-335-5302
17437,Shun Fujiwar,4710 4260 9558 5067,ShunFujiwar1996@hotmail.com,1996-05-19,(+1)993-611-9591
17438,Reiko Nomur,4161 8058 0811 8891,ReikoNomur2001@gmail.com,2001-07-20,(+1)841-368-5793
17439,Reiko On,4574 4444 7936 4838,ReikoOn1997@tamu.edu,1997-08-18,(+1)599-151-4948
17440,Kaito Kud,4034 2127 9081 5097,KaitoKud2003@hotmail.com,2003-12-24,(+1)712-088-8823
17441,Moriko Miyazak,4264 7379 6028 9899,MorikoMiyazak1995@tamu.edu,1995-09-03,(+1)358-463-8309
17442,Rini Chib,4542 6662 7205 3134,RiniChib1990@hotmail.com,1990-02-06,(+1)324-338-1961
17443,Katana Hayash,4674 5719 2672 1974,KatanaHayash2003@yahoo.com,2003-05-05,(+1)610-854-5618
17444,Kaito Watanab,4482 8862 4355 1206,KaitoWatanab1994@gmail.com,1994-08-23,(+1)826-821-7894
17445,Tora Kojim,4944 7460 3366 8265,ToraKojim1991@hotmail.com,1991-06-24,(+1)203-188-5603
17446,Aoi Ued,4211 0888 6651 8129,AoiUed2004@gmail.com,2004-10-01,(+1)634-464-4815
17447,Aki Yoshid,4347 2625 9742 3230,AkiYoshid2005@gmail.com,2005-11-26,(+1)135-822-0639
17448,Misako Ishikaw,4220 0411 5314 8755,MisakoIshikaw1992@hotmail.com,1992-01-09,(+1)547-693-0562
17449,Chimon Matsud,4009 5688 1667 2228,ChimonMatsud2002@tamu.edu,2002-02-22,(+1)811-946-9831
17450,Goro Maed,4254 7533 2763 8950,GoroMaed2008@tamu.edu,2008-03-23,(+1)933-116-5635
17451,Enmei It,4624 7212 3178 3367,EnmeiIt2000@tamu.edu,2000-04-25,(+1)991-830-8116
17452,Yasu Iwasak,4360 5014 3440 6931,YasuIwasak2005@gmail.com,2005-01-17,(+1)406-879-5060
17453,Natsu Murakam,4412 5700 5977 1855,NatsuMurakam2001@gmail.com,2001-06-13,(+1)939-577-4565
17454,Itachi Okad,4984 8623 6282 6325,ItachiOkad2006@hotmail.com,2006-02-20,(+1)287-064-6914
17455,Suzuki And,4028 5843 0813 4702,SuzukiAnd2008@tamu.edu,2008-04-18,(+1)484-409-6755
17456,Touma Yamazak,4868 5671 1435 0850,ToumaYamazak1995@tamu.edu,1995-09-14,(+1)140-981-5841
17457,Aoi Ab,4584 0579 3609 5819,AoiAb1999@gmail.com,1999-04-06,(+1)811-651-8207
17458,Jun Saka,4119 3724 9781 2410,JunSaka2007@hotmail.com,2007-01-16,(+1)384-610-0718
17459,Akira Yamashit,4379 0888 4267 0960,AkiraYamashit1993@gmail.com,1993-02-27,(+1)529-110-6442
17460,Dai Takahash,4204 7268 0732 9394,DaiTakahash2009@gmail.com,2009-01-22,(+1)407-062-4204
17461,Daiki Nakan,4430 1230 2080 3284,DaikiNakan2007@tamu.edu,2007-03-20,(+1)256-015-0413
17462,Nao Matsu,4996 5287 2978 2676,NaoMatsu1998@hotmail.com,1998-04-21,(+1)187-145-3540
17463,Kosuke Nakayam,4209 5845 2989 3368,KosukeNakayam1998@gmail.com,1998-02-26,(+1)612-939-7001
17464,Misako It,4885 3153 4420 0003,MisakoIt1992@hotmail.com,1992-02-01,(+1)954-394-1789
17465,Mako Fuji,4171 6620 1445 1244,MakoFuji2010@yahoo.com,2010-09-19,(+1)211-733-3075
17466,Reina On,4017 8704 7730 0190,ReinaOn1996@tamu.edu,1996-12-04,(+1)974-266-7634
17467,Katsumi Watanab,4758 7699 9604 2690,KatsumiWatanab1994@hotmail.com,1994-08-14,(+1)372-103-9852
17468,Suzume Watanab,4040 7784 0225 2516,SuzumeWatanab1998@gmail.com,1998-05-23,(+1)307-089-1329
17469,Nori Miyamot,4836 7903 5505 7010,NoriMiyamot2000@hotmail.com,2000-01-27,(+1)486-640-3525
17470,Shoko Sat,4137 2745 6572 0818,ShokoSat2005@hotmail.com,2005-03-11,(+1)133-418-9049
17471,Chikao Masud,4290 0847 4875 7106,ChikaoMasud1996@hotmail.com,1996-10-22,(+1)396-445-6983
17472,Yuki Sait,4487 8616 9413 0916,YukiSait1995@yahoo.com,1995-04-13,(+1)995-671-1028
17473,Rini Onish,4761 8589 6133 3637,RiniOnish2004@gmail.com,2004-07-02,(+1)013-134-7877
17474,Seijun Shimiz,4698 1377 8216 5983,SeijunShimiz1992@gmail.com,1992-12-27,(+1)891-359-1839
17475,Namie End,4179 4543 1551 3114,NamieEnd1993@gmail.com,1993-02-25,(+1)538-755-1107
17476,Kazuto Uchid,4943 4674 5180 4312,KazutoUchid1993@hotmail.com,1993-11-09,(+1)629-871-3592
17477,Rai Fujimot,4815 8092 5430 6936,RaiFujimot1993@tamu.edu,1993-11-17,(+1)516-406-6815
17478,Reiki San,4571 3487 5940 3686,ReikiSan1991@yahoo.com,1991-10-08,(+1)862-767-2701
17479,Emica Shibat,4218 6676 5312 2365,EmicaShibat2004@yahoo.com,2004-09-07,(+1)189-385-7674
17480,Midori Matsumot,4302 2191 6141 9903,MidoriMatsumot2004@tamu.edu,2004-03-07,(+1)950-970-1871
17481,Minori Uchid,4818 8448 4753 5755,MinoriUchid2001@hotmail.com,2001-08-05,(+1)349-520-0835
17482,Touma Sait,4184 3826 9770 9285,ToumaSait2005@gmail.com,2005-08-11,(+1)703-007-1559
17483,Michi Kojim,4330 0905 1140 7108,MichiKojim2005@gmail.com,2005-11-07,(+1)730-595-3554
17484,Kenji Iked,4529 6763 6660 1636,KenjiIked2000@tamu.edu,2000-12-16,(+1)995-418-4111
17485,Aoki Otsuk,4558 4186 6242 2130,AokiOtsuk2008@hotmail.com,2008-03-21,(+1)308-032-1136
17486,Megumi Takeuch,4677 9453 4035 1600,MegumiTakeuch2005@yahoo.com,2005-09-22,(+1)882-928-3590
17487,Itachi Takeuch,4066 7258 9976 8591,ItachiTakeuch2004@hotmail.com,2004-08-21,(+1)036-389-0011
17488,Joo-won Pa,4041 1071 8392 3811,Joo-wonPa2009@hotmail.com,2009-11-15,(+1)129-845-2329
17489,Tae-hyun Ba,4053 1973 1428 3436,Tae-hyunBa2000@yahoo.com,2000-04-15,(+1)611-703-0316
17490,Woo-jin Kon,4485 9045 3597 5119,Woo-jinKon1993@gmail.com,1993-07-09,(+1)052-181-6025
17491,Won-shik Ro,4308 2691 0777 8071,Won-shikRo1998@tamu.edu,1998-02-22,(+1)057-096-8865
17492,Woo-jin Jeon,4994 4011 6323 4889,Woo-jinJeon2009@yahoo.com,2009-04-17,(+1)476-771-1622
17493,Shi-woo Hyu,4116 8167 5425 3042,Shi-wooHyu1994@hotmail.com,1994-04-27,(+1)833-171-2669
17494,Chun-hee Mo,4425 7284 0829 5013,Chun-heeMo2009@gmail.com,2009-08-19,(+1)284-389-5183
17495,Ye-jun O,4728 8438 3314 6274,Ye-junO2010@tamu.edu,2010-11-19,(+1)619-716-2018
17496,Sook N,4945 2288 1496 2654,SookN1993@tamu.edu,1993-10-25,(+1)272-027-4226
17497,Shi-woo Pa,4483 0863 8347 9556,Shi-wooPa1994@tamu.edu,1994-07-04,(+1)967-359-3963
17498,Hyun-woo Shi,4076 8464 7515 8453,Hyun-wooShi1998@yahoo.com,1998-03-15,(+1)966-736-9548
17499,Jun-seo Moo,4370 8637 3524 9130,Jun-seoMoo2008@yahoo.com,2008-01-02,(+1)321-871-5490
17500,Kyung-won Ki,4554 9789 4772 2521,Kyung-wonKi2008@hotmail.com,2008-02-11,(+1)502-139-4318
17501,Kwan Ch,4576 2002 6090 6500,KwanCh1994@yahoo.com,1994-05-19,(+1)701-725-7434
17502,A-yeong Ri,4111 5874 4670 7834,A-yeongRi2002@yahoo.com,2002-11-04,(+1)514-836-5875
17503,Sang-hoon Y,4764 5102 0770 7114,Sang-hoonY2005@tamu.edu,2005-09-15,(+1)299-073-6509
17504,Ha-joon Pa,4536 9616 6999 8638,Ha-joonPa1991@gmail.com,1991-02-07,(+1)716-660-5091
17505,Yoo-joon Yoo,4056 0626 0291 6468,Yoo-joonYoo1991@hotmail.com,1991-10-02,(+1)696-131-4803
17506,Seo-joon Ry,4008 1306 3035 5687,Seo-joonRy1998@yahoo.com,1998-01-21,(+1)949-109-5343
17507,Sarang Mo,4190 7409 1233 6897,SarangMo1994@yahoo.com,1994-12-21,(+1)702-624-5059
17508,Kwan I,4677 1816 8164 7766,KwanI2009@yahoo.com,2009-08-10,(+1)257-762-1819
17509,Min-seo Su,4130 1537 7558 2839,Min-seoSu2002@gmail.com,2002-10-07,(+1)073-303-6200
17510,Ae-cha Gi,4982 7261 1438 0544,Ae-chaGi2004@hotmail.com,2004-02-14,(+1)828-812-2767
17511,Won-shik Ch,4024 4965 9508 3910,Won-shikCh1994@hotmail.com,1994-05-19,(+1)025-358-5290
17512,Yoo-joon Hah,4381 9903 1938 4115,Yoo-joonHah2008@tamu.edu,2008-07-11,(+1)731-233-7552
17513,Ji-yoon Su,4698 4319 3854 8837,Ji-yoonSu1999@yahoo.com,1999-11-13,(+1)236-566-6563
17514,Jun-seo Kwoc,4837 0701 0607 0042,Jun-seoKwoc1995@yahoo.com,1995-12-22,(+1)248-848-9507
17515,Han-gyeol N,4866 4155 2360 5832,Han-gyeolN1990@tamu.edu,1990-11-10,(+1)177-764-0749
17516,Nam-kyu Quo,4557 9160 5963 3092,Nam-kyuQuo1991@gmail.com,1991-08-16,(+1)053-992-0295
17517,Do-hyun O,4675 1747 1138 0045,Do-hyunO2000@yahoo.com,2000-02-10,(+1)839-046-4795
17518,Chun-hee Chi,4655 6588 1284 3891,Chun-heeChi2008@yahoo.com,2008-04-14,(+1)324-104-9006
17519,Tae-hyun Yeo,4264 7902 9673 1242,Tae-hyunYeo1990@hotmail.com,1990-11-27,(+1)929-957-4838
17520,Hyun-woo Byu,4905 0573 9429 9391,Hyun-wooByu1992@tamu.edu,1992-02-18,(+1)468-961-7809
17521,Eun-ae K,4576 6956 3627 8270,Eun-aeK2003@hotmail.com,2003-06-03,(+1)344-194-5731
17522,Gun-woo Ki,4550 8058 0746 2137,Gun-wooKi2002@yahoo.com,2002-04-02,(+1)211-674-0856
17523,Yun-seo Jo,4720 4179 0356 5810,Yun-seoJo1991@tamu.edu,1991-02-20,(+1)955-746-1683
17524,Tae-hyun Ch,4746 0998 0730 6918,Tae-hyunCh1999@yahoo.com,1999-04-11,(+1)072-805-3769
17525,Eun-seo Su,4759 3923 1101 7060,Eun-seoSu2001@hotmail.com,2001-09-05,(+1)849-843-2685
17526,Kyung-won Yoo,4561 1554 0986 0973,Kyung-wonYoo2008@yahoo.com,2008-12-03,(+1)629-457-2271
17527,Ji-ah Si,4028 8513 4563 1667,Ji-ahSi2008@hotmail.com,2008-11-25,(+1)644-450-1105
17528,Nam-kyu Son,4898 1483 2673 4548,Nam-kyuSon1996@tamu.edu,1996-05-16,(+1)952-357-3360
17529,Seo-yun Yu,4034 1572 4450 9393,Seo-yunYu2001@yahoo.com,2001-09-09,(+1)610-732-9777
17530,Seo-yun S,4452 5523 3877 6219,Seo-yunS2009@yahoo.com,2009-06-03,(+1)587-147-3171
17531,Ha-yoon Myun,4513 1641 4914 7724,Ha-yoonMyun1995@yahoo.com,1995-08-13,(+1)265-497-9532
17532,Mi-sun Ha,4436 6474 8025 2775,Mi-sunHa1997@hotmail.com,1997-01-05,(+1)533-620-2824
17533,Eun-kyung Se,4292 6024 0075 0883,Eun-kyungSe2007@hotmail.com,2007-12-01,(+1)221-917-8961
17534,Beom-seok Ha,4629 5429 8110 8465,Beom-seokHa1992@yahoo.com,1992-07-16,(+1)006-847-2857
17535,Ha-eun Pa,4917 3828 9103 8746,Ha-eunPa1997@yahoo.com,1997-03-24,(+1)740-921-1914
17536,Baek-hyeon Che,4821 7356 3399 0428,Baek-hyeonChe2005@yahoo.com,2005-07-25,(+1)814-488-2013
17537,Kyung-won He,4262 1045 9709 5649,Kyung-wonHe1993@tamu.edu,1993-03-19,(+1)687-668-6879
17538,Ae-cha O,4233 7499 9023 0917,Ae-chaO2010@yahoo.com,2010-10-21,(+1)535-005-9358
17539,Gyeong Ha,4146 5266 4210 1381,GyeongHa1996@yahoo.com,1996-05-17,(+1)290-209-4620
17540,Chin-hwa Y,4888 7840 3255 8774,Chin-hwaY2001@tamu.edu,2001-12-20,(+1)917-207-7037
17541,Yoo-joon Ji,4714 8924 7606 2257,Yoo-joonJi1990@yahoo.com,1990-08-13,(+1)267-835-4083
17542,Ae-cha Hwan,4776 3042 7537 0519,Ae-chaHwan2001@yahoo.com,2001-04-08,(+1)620-207-6182
17543,Beom-seok D,4322 5778 3873 0388,Beom-seokD2001@tamu.edu,2001-02-07,(+1)795-638-7245
17544,Min-ji Ri,4142 2793 3854 8358,Min-jiRi2004@tamu.edu,2004-02-03,(+1)873-712-8979
17545,Do-hyun Kwac,4621 9363 0420 7855,Do-hyunKwac2004@tamu.edu,2004-06-10,(+1)620-964-0652
17546,Baek-hyeon Gan,4880 0976 4764 5699,Baek-hyeonGan1996@yahoo.com,1996-10-03,(+1)304-477-2574
17547,Won-shik Hwan,4714 0310 1577 6797,Won-shikHwan2008@yahoo.com,2008-01-05,(+1)775-212-3821
17548,Ji-ho Ye,4974 3503 4308 6953,Ji-hoYe2003@hotmail.com,2003-09-09,(+1)934-463-2966
17549,Ha-joon Kwa,4005 4126 6675 8985,Ha-joonKwa2009@yahoo.com,2009-05-09,(+1)728-802-0675
17550,Nam-kyu Jeon,4929 0266 1477 6280,Nam-kyuJeon2005@yahoo.com,2005-08-04,(+1)412-527-3971
17551,Chung-ha Mon,4301 9166 9515 0887,Chung-haMon1992@gmail.com,1992-03-18,(+1)128-746-7260
17552,Ye-jun I,4388 2203 9256 0027,Ye-junI1990@tamu.edu,1990-03-20,(+1)148-522-0946
17553,Gyeong Mi,4025 6656 1678 6491,GyeongMi1996@gmail.com,1996-11-19,(+1)669-719-8156
17554,Min-ho Moo,4588 7708 9759 2333,Min-hoMoo1999@tamu.edu,1999-05-28,(+1)966-027-2323
17555,Min-ji Tan,4382 6569 5211 1251,Min-jiTan2009@hotmail.com,2009-12-18,(+1)073-065-4144
17556,Bong-cha To,4429 5088 3447 5267,Bong-chaTo2000@hotmail.com,2000-04-18,(+1)233-889-3484
17557,Ha-joon Su,4805 7269 2006 8828,Ha-joonSu2003@yahoo.com,2003-01-22,(+1)071-878-7382
17558,Min-ji Kon,4495 3732 0836 1034,Min-jiKon2003@tamu.edu,2003-04-24,(+1)172-913-9949
17559,Woo-jin Se,4876 9594 3185 4155,Woo-jinSe1996@tamu.edu,1996-08-07,(+1)537-058-1368
17560,Soo-ah Jo,4400 0970 1458 0806,Soo-ahJo1991@tamu.edu,1991-08-19,(+1)340-795-6727
17561,Joo-won Bae,4734 0117 5788 6669,Joo-wonBae1991@gmail.com,1991-09-25,(+1)997-176-8914
17562,Han-gyeol Pa,4982 2361 2331 6879,Han-gyeolPa2007@gmail.com,2007-12-28,(+1)424-288-2182
17563,Nam-kyu Gan,4042 8111 2466 4050,Nam-kyuGan2001@yahoo.com,2001-02-19,(+1)960-005-5843
17564,A-yeong To,4253 5490 8480 1894,A-yeongTo2010@hotmail.com,2010-08-11,(+1)576-117-5578
17565,Eun-kyung Je,4910 4935 4210 7228,Eun-kyungJe2002@gmail.com,2002-08-25,(+1)370-260-8297
17566,A-yeong Myun,4596 4370 7746 7546,A-yeongMyun2004@yahoo.com,2004-08-04,(+1)370-641-3285
17567,Yun-seo Jun,4263 0629 1482 3752,Yun-seoJun2003@yahoo.com,2003-12-18,(+1)412-363-7377
17568,Yoo-joon Kon,4022 1040 6717 6774,Yoo-joonKon1998@hotmail.com,1998-04-06,(+1)670-921-9670
17569,Ha-joon Yo,4158 3967 8228 0940,Ha-joonYo2006@hotmail.com,2006-07-13,(+1)198-058-8115
17570,Eun-kyung Chon,4858 8264 5686 3377,Eun-kyungChon2003@tamu.edu,2003-08-10,(+1)194-791-6392
17571,Yun-seo Chan,4451 5314 2683 2293,Yun-seoChan2002@tamu.edu,2002-07-06,(+1)838-450-3876
17572,A-yeong Chon,4310 8852 2043 3251,A-yeongChon2007@gmail.com,2007-08-16,(+1)496-762-3290
17573,Ha-eun Ju,4718 4573 3237 8181,Ha-eunJu2008@yahoo.com,2008-12-15,(+1)610-010-6270
17574,Mi-sun Ch,4847 8600 6098 5157,Mi-sunCh2001@yahoo.com,2001-01-24,(+1)885-117-9951
17575,Seo-yun Wan,4761 8311 4536 6488,Seo-yunWan2009@gmail.com,2009-08-26,(+1)656-319-7178
17576,Woo-jin Yu,4548 1359 3336 0469,Woo-jinYu2003@yahoo.com,2003-06-08,(+1)969-169-8863
17577,Tae-hyun Hyu,4458 5393 9965 8408,Tae-hyunHyu2000@tamu.edu,2000-03-23,(+1)512-448-6492
17578,Sarang Kwo,4994 4178 4054 5126,SarangKwo2007@yahoo.com,2007-02-05,(+1)843-170-2952
17579,Yu-jin Ye,4704 8309 2475 1103,Yu-jinYe2003@tamu.edu,2003-04-26,(+1)452-528-7602
17580,Yu-jin Hwan,4375 2949 1533 4297,Yu-jinHwan1992@tamu.edu,1992-06-01,(+1)163-690-2214
17581,Ji-yoon Hwan,4879 3913 4216 2830,Ji-yoonHwan2003@hotmail.com,2003-01-01,(+1)947-096-2977
17582,Baek-hyeon Cha,4634 4710 6859 3124,Baek-hyeonCha1991@tamu.edu,1991-02-03,(+1)388-235-8964
17583,Won-shik Ha,4641 9635 3350 5395,Won-shikHa1990@tamu.edu,1990-05-24,(+1)672-054-3277
17584,Tae-hyun Su,4314 5261 2735 5176,Tae-hyunSu2007@yahoo.com,2007-10-20,(+1)408-894-6079
17585,Ye-jun Ch,4786 1497 6819 5221,Ye-junCh2004@tamu.edu,2004-01-04,(+1)409-040-3551
17586,Ji-woo Ye,4538 9412 0867 0623,Ji-wooYe2007@hotmail.com,2007-02-25,(+1)369-556-1717
17587,Beom-seok Mi,4102 1322 4351 1928,Beom-seokMi2005@tamu.edu,2005-07-22,(+1)844-432-9920
17588,Memona Soltan,4584 6452 2343 6937,MemonaSoltan2001@tamu.edu,2001-12-03,(+1)971-524-1582
17589,Baarizah Kaka,4847 4608 6030 0257,BaarizahKaka2002@gmail.com,2002-08-01,(+1)950-323-9858
17590,Atafah Jh,4009 6679 4896 2360,AtafahJh1999@gmail.com,1999-11-11,(+1)869-435-7080
17591,Ilma Kamaliaza,4064 8500 3821 6582,IlmaKamaliaza2010@gmail.com,2010-08-17,(+1)798-768-8021
17592,Ahmed Rajpu,4488 6991 3334 9709,AhmedRajpu2010@hotmail.com,2010-04-20,(+1)474-360-2395
17593,Gulsan Male,4300 4594 5657 4593,GulsanMale1998@hotmail.com,1998-03-17,(+1)823-444-9296
17594,Azari Akhta,4599 6730 9415 7847,AzariAkhta2001@gmail.com,2001-08-19,(+1)195-093-2928
17595,Muhallil Bhasi,4167 2494 9092 9218,MuhallilBhasi2006@hotmail.com,2006-11-23,(+1)920-488-8463
17596,Jinani Chan,4820 2959 4702 3376,JinaniChan2010@tamu.edu,2010-12-27,(+1)212-041-4986
17597,Muhaimin Dawlatza,4895 0230 5562 2506,MuhaiminDawlatza1990@yahoo.com,1990-09-06,(+1)209-923-2358
17598,Awamiri Khals,4389 1974 9511 2387,AwamiriKhals2001@yahoo.com,2001-03-09,(+1)915-107-0216
17599,Gul Kha,4966 7276 5283 8158,GulKha2002@yahoo.com,2002-09-05,(+1)550-068-2756
17600,Durab Bu,4271 5525 2927 0586,DurabBu2004@tamu.edu,2004-02-02,(+1)139-503-4019
17601,Anadia Dawlatza,4748 2579 6215 8134,AnadiaDawlatza1999@tamu.edu,1999-01-27,(+1)725-943-3718
17602,Hamza Bajw,4055 9739 7369 1043,HamzaBajw1998@tamu.edu,1998-03-16,(+1)885-359-0871
